destination,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong Special Administrative Region","China, Macao Special Administrative Region",Colombia,Comoros,Congo,Cook Islands,Costa Rica,C“te d'Ivoire,Croatia,Cuba,Cura‡ao,Cyprus,Czech Republic,Democratic People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Federated States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,R‚union,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Thailand,The former Yugoslav Republic of Macedonia,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
Canada,  40 396,  12 148,  36 581,125,38,  3 575,104,  2 602,  21 770,  2 569,656,  23 743,  23 104,  2 662,  1 246,  1 881,  38 095,  17 216,  8 085,  22 853,  2 346,940,  2 313,142,  4 428,  31 666,426,  19 517,131,  4 904,  18 063,722,  5 025,  22 420,  4 062,,235,45,224,241,  1 017,,  29 867,  614 500,  239 256,  6 687,  46 525,60,749,0,  4 046,  3 209,  43 141,  10 273,404,  4 653,  24 388,186,  17 270,  19 298,574,  3 253,  7 436,  15 193,  45 431,  47 898,33,  7 157,  5 921,  22 327,,17,  26 871,  14 078,  96 904,77,115,847,514,  1 777,  192 485,  21 332,241,  80 590,50,  10 142,393,38,  17 659,  2 558,82,  97 008,  71 040,,  5 866,  51 101,755,  497 788,  14 903,  104 334,  37 438,  24 957,,  25 438,  326 975,  137 278,  32 895,  8 540,  7 238,  25 602,0,  12 186,  1 410,  15 910,  7 807,  84 073,110,  1 596,  3 904,66,  7 217,705,  2 427,547,  25 093,33,  1 071,  9 065,0,503,508,  10 863,0,  67 213,54,115,640,211,803,  44 234,  1 192,  5 456,497,22,  3 985,  123 774,125,  11 569,  10 109,345,  18 560,,,  5 959,  1 169,  150 902,22,  3 193,328,  8 397,  25 367,  349 412,  187 969,  165 915,449,  1 537,  130 374,  6 019,142,  91 721,  72 679,  4 166,17,  2 646,  4 630,410,  11 043,104,17,11,  15 215,  2 788,  21 228,984,  3 226,  11 267,103,  16 603,  10 387,33,  22 043,  44 360,  7 816,  11 798,  119 226,  7 162,  6 442,897,181,  7 954,  22 880,  21 108,645,  11 470,  9 393,11,  1 629,,87,  73 291,  8 824,  25 679,252,50,11,  12 421,  66 316,  11 601,  647 691,  21 994,  304 122,11,  7 818,  2 991,11,  12 449,  177 488,27,,  1 508,  3 039,  8 791
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,  5 404,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,
Saint Pierre and Miquelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,  67 271,  81 704,  17 150,,107,  6 027,  1 522,  22 008,  175 408,  89 430,  5 264,  68 849,  52 682,  21 539,  34 325,  2 748,  196 927,  53 447,  63 265,  28 078,  51 242,670,  8 710,139,  86 246,  127 629,683,  355 134,  3 684,  1 042,  69 831,496,440,  167 395,  47 240,  837 071,  37 288,385,  3 699,664,368,,  105 683, 2 168 251,  233 700,  9 275,  696 296,70,920,65,  80 985,  9 903,  42 836, 1 159 150,  3 460,  15 306,  29 540,,  6 888,  32 932,23,  34 186,  934 130,  456 316,  165 969, 1 323 786,495,  35 286,  11 459,  173 684,51,,  42 380,  20 601,  173 251,137,  2 240,402,  7 959,  14 386,  657 108,  144 364,  1 297,  142 339,677,  28 650,  3 298,,  897 433,  12 152,94,  271 529,  640 640,,  531 432,  79 701,  4 817, 1 988 691,  104 801,  379 653,  175 238,  138 549,,  143 150,  391 983,  738 284,  333 799,  73 640,  25 626,  108 665,  1 812,  25 474,  3 280,  190 070,  23 201,  121 935,578,  76 468,842,34,  43 323,  2 968,  1 651,  1 670,  62 359,,714,  11 817,  8 722,  1 720,157,  2 879,, 12 497 843,  19 074,628,188,  23 269,  5 390,  66 708,  2 451,  94 904,892,153,  85 027,  82 397,349,  29 756,  264 699,528,  243 352,,  7 043,  29 599,  1 243,  327 216,  2 862,  108 297,  2 636,  18 274,  431 542, 1 929 015,  480 665,  168 905, 1 626 078,  2 170, 1 105 140,  40 985,68,  182 040,  423 122,796,,  12 099,  20 953,,  25 583,  11 922,746,128,  61 671,  12 712,  109 830,  1 317,  33 017,  35 808,888,  23 300,  8 246,104,  95 101,  98 393,  24 575,  99 463,  51 456,  41 889,  20 256,  7 702,,  51 767,  37 526,  73 765,  3 680,  258 548,  33 018,,  1 362,70,  19 797,  240 292,  8 738,  103 069,  1 237,  1 149,139,  18 773,  363 671,  9 310,  732 374,  18 262,,,  46 566,  60 057,142,  210 950, 1 332 770,,,  48 373,  8 265,  18 418
Australia,  26 327,  2 838,  1 290,203,20,506,0,40,  13 744,  1 161,38,,  20 353,298,258,  1 330,  27 964,447,  1 449,  6 649,69,79,486,  1 498,893,  37 183,  1 062,  16 632,13,  3 295,  3 434,50,  1 826,  31 150,258,  43 782,20,13,28,30,50,  2 041,  28 361,  414 583,  89 609,  2 838,  12 206,20,913,  5 984,407,263,  67 797,685,113,  20 750,  13 873,63,  2 600,  10 926,129,30,139,  1 955,  40 845,  10 836,10,  2 987,  2 937,  8 921,27,,  62 300,  9 566,  30 396,16,361,40,169,417,  127 576,  4 237,400,  126 227,38,129,6,119,417,824,10,605,99,6,258,  22 487,625,  338 003,  72 967,  33 442,  47 980,  71 826,724,  10 797,  214 655,  1 012,  51 721,  5 398,  1 032,  14 826,665,  4 297,327,  11 134,  5 646,  89 698,119,  3 047,  2 392,20,  3 146,228,248,992,  134 572,466,60,  48 506,40,27,69,  26 813,,  3 453,30,79,734,  1 111,6,  1 747,843,  22 000,  1 092,734,  29 364,  87 932,  1 157,  540 006,804,50,  4 495,764,3,  4 535,  1 221,  31 031,20,228,  30 981,427,  9 665,  176 032,  58 003,  18 378,89,665,  99 483,784,135,  16 800,  22 626,585,41,20,50,,40,  18 309,10,10,  12 851,327,  41 748,  2 957,  3 463,  58 449,28,  5 418,  7 393,  2 074,  6 361,  154 499,  14 252,  15 510,  91 544,  2 858,  11 748,119,327,  10 707,  14 657,  9 209,69,  52 981,  49 320,  10 479,298,456,  9 834,  1 627,585,  39 684,69,4,149,  2 808,  14 399,  5 458, 1 183 751,  3 692,  83 357,11,  10 568,  1 032,  1 330,  3 156,  209 187,22,16,595,  5 815,  31 537
New Zealand,  2 498,125,143,569,3,27,3,3,  1 058,38,13,  73 083,  1 558,59,52,338,  1 673,192,195,807,13,6,223,17,160,566,146,  2 054,6,328,863,3,136,  6 817,24,  10 476,3,6,20,3,10,  1 055,  1 603,  103 532,  8 952,185,454,,111,  17 116,48,10,  2 414,41,53,405,  1 044,13,101,  1 736,52,6,13,87,  1 565,69,,136,118,  1 083,10,199,  43 971,461,  2 879,6,611,6,24,94,  12 534,429,80,  1 118,6,10,6,24,45,3,,136,13,,27,  1 457,139,  50 485,  5 374,  3 253,  7 016,  8 019,345,981,  1 796,199,  11 151,405,279,  1 761,957,705,48,  1 041,304,478,24,45,118,,139,38,34,213,  16 944,104,10,457,55,,0,373,,450,20,6,62,,3,167,87,981,335,279,674,  25 744,251,,20,3,608,  5 650,6,548,335,  2 575,6,41,  1 460,41,580,  17 804,  2 330,223,20,80,  33 554,90,13,  2 655,  5 336,73,24,6,13,,17,  58 997,,3,730,10,  1 366,80,59,  5 657,14,307,185,608,  2 163,  48 545,335,552,  8 453,125,276,20,62,  1 369,  3 508,412,20,  7 174,926,31,10,  1 848,  23 905,195,62,702,13,3,  1 429,342,  1 345,870,  283 751,415,  20 673,6,345,160,366,174,  5 678,13,,94,  1 530,  9 491
Fiji,,,,,,,,,,,,  1 984,,,,,  2 078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  2 191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  1 839,,,,,,,,  1 967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  1 153,,,,,,,,,,,,,
New Caledonia,,,764,,,,,,,,,338,,,,,,,,,,,,,,,,,,,,,,718,,,,,,,,,,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  36 120,,356,,,,,,,,,,,,,,,,,,,,,,  1 221,,,,,,345,,,,,,,,,768,,,,,,,,,,,,,,,,,,,,,,,,,,714,,,,,,,,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,,,814,,,,,,,,,,,,,,  4 699,,743,  7 414,,,,
Papua New Guinea,,,,,,,,,,,,  4 390,,,,,,,,,,,,,,,,,,,,,,,,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,,,,,,,,,,,,,,,,,,,,,,,,,355,  12 832,,,589,,,,,,,,,,,,,,,,,,,,,,,533,,,,,,,,,,,,,,,,,,,,,,,  1 108,,,,,,,,,,,,,,  1 335,,,,,263,,,,,,,,,,,,,,,,,,,,,,,306,,,,,333,,,,,,,,,,,,,,,,,,,,,,,,590,,  1 495,,,,,,,,,,,
Solomon Islands,,,57,,,,,,,,,404,,,,,178,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  2 146,,344,,,,,,,,,,,,,,,,,,,,,212,  1 032,,,27,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,218,,,,,,,,160,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,113,,68,,,,373,,68,690,,,,
Vanuatu,,,,,,,,,,,,612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,299,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,107,,,,,,,,,,,,,
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  2 880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  2 607,,,,,,,,,,,,,,,,,,,,,,267,,,,,,  7 421,,,,,,,,,,,,,,,,,,  2 320,,,,  1 417,,,,,  34 668,,,205,,  3 454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  20 292,,,,,,374,,,,,
Kiribati,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  1 034,,,,22,,170,,,,,,,,,,,
Marshall Islands,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,89,,,,,,,,,,,,,,,,,,,,,,,,147,,,,,,,,,,,,,,,,,,,,,,,,,,,209,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,265,,,,,,,,,,,
Micronesia (Federated States of),,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,267,,,,,,,,,,,,,,,,,,,14,,,,,144,,,,144,,,,,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541,,,,,,,,,,,
Nauru,,,,,,,,,,,,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,237,,,,,,,,,,,,,,,,,
Northern Mariana Islands,,,,,,,,,,,,,,,,,460,,,,,,,,,,,,,,,,,,,,,,,,,,,  3 216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901,,,,,,,,,,,,,,,,,,,666,,,,,,,,,,,,,,,,,,,,,,59,,,,,,  1 384,,,,,,,,,,156,,,,,,,,,,,,700,,,,,  13 702,,,  1 132,,  1 782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  1 550,,,,,,0,,,,,
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,,,,,,,,,,,,,,,,,,,156,,,,,,,,,,,,,,,,,,,,,,46,,,,,,446,,,,,,,,,,,,,,,,,,112,,,,,,,,,  3 048,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361,,,,,,,,,,,
American Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,974,,,,,,,,,,,,,,  1 498,,,,,397,,,,,,,,,,,  29 314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,  1 731,,,,,,,,,,,,  3 404,,,,,,284,,,,,
Cook Islands,,,,,,,,,,,,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,  2 600,,,,11,,,,,,,12,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,20,,,,,,,,,,,
French Polynesia,,,797,,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,151,,,,,,,,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,  23 723,,,,,,421,,,,,,,,,,,,,,,,,46,21,,,,,,174,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  2 300,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,142,,,,,,,,,,,,,,,,,,100,,490,,,,247,,,39,,,,
Niue,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,46,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,,,,,,76,,,,11,,20,,,,,,,,,,,
Samoa,,,,  1 776,,,,,,,,374,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,67,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,153,,12,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,  1 670,,,,8,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,120,87,,,,,,83,,,,31,,410,,,,19,,,,,,,
Tokelau,,,,2,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,22,,,,,,4,,,,,,,,,,,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635,,,,,,,,,,,,,,,,,,,,,,,,,241,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,21,,,,0,,,,,,,
Wallis and Futuna Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,  1 551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,,,,,,,
